Date,Open,High,Low,Close,Volume
2011-08-30,239.13,240.47,236.72,237.64,139132.6
2011-08-31,237.91,242.16,236.59,242.16,117003.6
2011-09-01,243.07,248.84,241.95,242.37,156980.7
2011-09-02,241.18,243.76,238.42,240.16,99294.1
2011-09-05,234.93,235.03,228.89,228.89,109884.3
2011-09-06,224.46,229.82,223.18,226.65,121424.3
2011-09-07,232.72,236.15,231.04,236.12,113520.4
2011-09-08,239.55,239.64,235.48,238.47,143189.2
2011-09-09,234.09,238.51,233.4,233.4,122057.3
2011-09-14,231.92,232.68,224.16,225.15,119106.8
2011-09-15,231.65,233.01,224.54,228.58,140741.4
2011-09-16,234.94,238.49,233.32,237.5,157879.9
2011-09-19,234.58,237.5,233.74,235.32,112096.1
2011-09-20,235.29,238.11,231.55,237.53,119237.9
2011-09-21,238.08,241.85,236.57,239.51,117466.1
2011-09-22,233.2,234.77,230.02,232.05,124626.9
2011-09-23,223.64,224.8,218.58,218.62,172809.1
2011-09-26,221.85,221.96,212.92,214.18,170275.4
2011-09-27,221.23,225.37,219.76,225.29,141047.5
2011-09-28,227.28,228.95,223.82,223.82,140274.9
2011-09-29,222.51,230.54,221.76,230.37,142378.8
2011-09-30,228.79,231.23,226.61,230.41,128253.7
2011-10-04,218.92,221.99,215.53,221.93,129782.7
2011-10-05,223.64,223.64,216.39,217.34,151545.9
2011-10-06,223.99,227.25,223.47,223.94,149970.4
2011-10-07,229.61,231.47,228.92,230.27,146174.7
2011-10-10,230.64,233.38,230.34,230.82,105534.4
2011-10-11,236.75,236.9,234.27,234.8,147524.7
2011-10-12,233.79,236.91,232.44,236.66,120235.4
2011-10-13,239.65,240.32,238.09,238.09,139019.9
2011-10-14,236.96,240.3,235.44,239.67,105841.3
2011-10-17,242.43,243.49,241,243.49,117831.7
2011-10-18,238.47,240.98,237.99,239.89,127070.6
2011-10-19,241.5,242.11,239.09,242.11,125266.4
2011-10-20,242.2,244.22,235.36,235.57,127361.9
2011-10-21,239.03,240.83,235.94,240.02,145358.2
2011-10-24,242.5,248.21,242.44,248.21,133087.7
2011-10-25,248.41,249.18,246.43,247.2,129311.9
2011-10-26,244.87,247.9,243.73,247.56,113158.5
2011-10-27,249,251.5,246.96,251.2,162709.3
2011-10-28,256.42,256.88,251.4,252.47,202223.9
2011-10-31,251.36,254.33,248.83,249.88,122904.6
2011-11-01,247.51,252.22,247.5,249.92,114250
2011-11-02,244.87,248.28,243.24,248.03,123597.5
2011-11-03,247.4,247.4,243.14,244.09,116211.7
2011-11-04,249.8,252.44,248.95,252.34,125153
2011-11-07,252.66,252.66,250.14,250.78,97704
2011-11-08,251.85,251.94,247.86,248.32,95100
2011-11-09,251.16,251.18,247.92,249.23,123056.3
2011-11-10,243.07,243.38,236.02,236.02,156656.5
2011-11-11,239.79,243.05,237.35,242.99,101270.2
2011-11-14,246.4,249.02,246.37,248.27,98629.2
2011-11-15,246.25,247.97,244.98,246.21,90563.4
2011-11-16,247.71,249.6,241.44,241.98,112956.2
2011-11-17,242.87,244.84,239.09,244.6,100808.9
2011-11-18,239.55,241.13,238.5,239.43,93936.9
2011-11-21,238.54,238.54,235.32,236.64,78292.9
2011-11-22,233.8,238.46,233.71,237.8,82979.5
2011-11-23,236.81,236.93,231.32,231.68,142238.8
2011-11-24,230.7,234.26,229.93,233.35,95018.6
2011-11-25,231.11,232.78,229.74,231.03,118202.2
2011-11-28,235.09,236.86,233.87,236.59,94256.3
2011-11-29,238.4,242.61,237.77,242.5,122975.9
2011-11-30,241.15,242.64,240.04,241.19,111047.4
2011-12-01,250.12,252.82,249.76,251.52,181355.4
2011-12-02,251.23,252.04,249.95,251.19,98221.3
2011-12-05,252.87,253.02,250.52,252.22,77099.2
2011-12-06,250.94,251.94,247.88,249.48,105783.9
2011-12-07,251.08,252.12,249.69,251.57,102435.3
2011-12-08,250.26,252.4,248.47,250.31,117825.2
2011-12-09,246.28,247.85,244.67,244.93,96220.9
2011-12-12,248.73,248.86,247,248.55,119576
2011-12-13,245.44,245.87,243.48,243.48,104582.9
2011-12-14,241.67,243.54,241.59,242.35,75952
2011-12-15,239.15,240.02,236.48,236.72,100326.7
2011-12-16,237.85,240.13,237.22,239.82,102227.5
2011-12-19,238.3,238.35,227.54,231.74,145243
2011-12-20,233.79,234.49,232.25,233.83,81004.4
2011-12-21,240.01,241.87,239.1,241.51,100366.9
2011-12-22,240.5,241.4,239.67,241.4,57908.4
2011-12-23,243.26,244.95,243.06,244.22,82083.5
2011-12-26,244.96,245.1,242.04,242.64,56772.9
2011-12-27,242.69,243.91,236.43,240.79,77864.7
2011-12-28,239.44,239.44,237.28,238.15,64039.2
2011-12-29,236.87,239.55,235.7,238.08,63990.9
2012-01-02,239.04,239.96,236.81,238.7,67445.8
2012-01-03,241.56,245.82,241.56,245.82,91374.3
2012-01-04,246.89,247.06,244.16,244.24,97163
2012-01-05,244.58,245.5,243.25,243.56,90095.7
2012-01-06,243.97,243.97,237.88,240.57,84537.8
2012-01-09,238.88,238.99,235.95,238.02,81891.6
2012-01-10,240.07,242.69,239.89,241.69,101264.6
2012-01-11,242.19,242.29,240.46,240.83,90006.6
2012-01-12,241.8,243.46,239.82,243.46,109239.8
2012-01-13,243.6,246.06,243.02,245.28,103130.7
2012-01-16,243.34,243.7,240.88,243.1,77774.1
2012-01-17,245.79,247.82,245.76,247.81,114954.4
2012-01-18,247.57,248.81,246.68,247.82,108636
2012-01-19,250.6,251.34,249.15,251.27,117021.8
2012-01-20,252.28,256.94,252.28,256.61,137407.6
2012-01-25,256.22,260.07,256.1,257.14,109026.2
2012-01-26,258.05,258.49,256.49,257.52,92234.4
2012-01-27,258.01,258.88,256.38,258.65,103438.4
2012-01-30,257.39,258.12,254.68,255.21,97916.6
2012-01-31,255.45,257.88,254.09,256.9,105571.7
2012-02-01,255.73,258.81,255.56,257.06,125417.9
2012-02-02,260.18,261.96,259.25,260.35,162792.5
2012-02-03,259.95,260.09,257.06,258.53,114436.4
2012-02-06,261.65,262,257.65,258.93,133300.7
2012-02-07,259.37,260.26,258.41,259.8,169724.9
2012-02-08,260.26,262.94,259.96,262.94,157645.4
2012-02-09,261.99,264.5,259.28,264.5,146866.9
2012-02-10,263.6,263.77,260.19,261.17,128415.6
2012-02-13,262.14,263.56,260.88,262.75,92770.5
2012-02-14,261.69,263.08,261.32,262.38,128315.3
2012-02-15,263.76,266.13,263.69,265.88,124833.5
2012-02-16,262.99,263.93,261.61,261.89,108158.2
2012-02-17,265.9,266.84,265.01,265.82,114220.3
2012-02-20,268.28,269.26,265.92,265.95,93695.7
2012-02-21,265.41,266.89,263.5,265.89,104149.8
2012-02-22,264.88,266.69,264.55,266.63,99175.7
2012-02-23,264.78,264.78,262.72,263.58,93834.7
2012-02-24,263.77,265.2,262.1,265.2,87389.2
2012-02-27,264.21,264.33,260.76,261.3,88070.5
2012-02-28,262.19,263.93,261.8,263.45,104865.4
2012-02-29,265.06,267.68,265.03,267.13,110705.6
2012-03-02,268.64,269.5,267.27,267.45,101552.9
2012-03-05,266.56,266.9,264.12,264.75,79269.5
2012-03-06,265.25,265.94,261.2,262.85,89749.2
2012-03-07,258.65,261.17,258.32,260.35,76945.4
2012-03-08,261.23,263.55,259.65,262.85,101648.1
2012-03-09,265.27,266.33,263.18,265.62,87937.4
2012-03-12,265.67,265.74,263.6,263.74,82961.7
2012-03-13,265.1,267.74,265.1,266.9,95564.1
2012-03-14,270.47,271.68,269.85,269.85,106298.8
2012-03-15,269.81,270.61,269.05,269.76,94162.3
2012-03-16,271.39,271.48,268.22,268.27,95675.7
2012-03-19,269.01,270.61,268.58,270.27,88412.1
2012-03-20,270.2,271.59,268.74,269.68,91829.4
2012-03-21,268.14,269.46,266.9,267.79,80315.8
2012-03-22,267.6,268.45,266.44,267.98,83235.3
2012-03-23,266.36,268.44,266.15,267.95,74561.1
2012-03-26,269.13,270.06,266.43,267.41,73543.3
2012-03-27,270.62,270.87,268.97,270.71,79633.9
2012-03-28,269.86,270.55,269.07,269.64,74424.6
2012-03-29,267.87,268.72,266.15,267.13,81470.7
2012-03-30,266.5,267.22,265.19,266.58,84296.4
2012-04-02,267.72,269.36,266.8,268.99,67188
2012-04-03,270.66,272.83,270.31,272.46,89676.8
2012-04-04,272.13,272.48,267.98,268.33,94921.1
2012-04-05,266.69,270.33,265.48,269.96,84363.8
2012-04-06,269.54,270.41,268.96,269.97,81239
2012-04-09,266.95,267.24,265.44,265.88,76048.5
2012-04-10,266.48,267.81,264.83,265.38,71706.9
2012-04-12,263.88,263.95,261.47,263.95,73627.5
2012-04-13,265.95,267.27,265.11,266.86,75455
2012-04-16,263.58,265.4,263.28,264.49,57339.3
2012-04-17,264.72,265.43,263.02,263.32,58805.1
2012-04-18,267.39,267.51,265.72,266.22,66985.9
2012-04-19,265.6,266.86,264.74,265.58,62062.9
2012-04-20,263.79,263.83,261.25,261.84,66065.8
2012-04-23,261.31,262.8,260.34,261.66,52135.2
2012-04-24,259.47,261.82,259.22,260.76,66407.5
2012-04-25,263.24,263.24,260.72,260.82,68589.7
2012-04-26,262.89,263.25,260.28,261.51,73179
2012-04-27,262.7,264.48,262.3,263.43,75942.2
2012-04-30,265.4,265.67,263.7,264.35,83132.2
2012-05-02,266.1,267.01,265.35,266.61,89924.3
2012-05-03,266.05,266.7,265.35,266.05,69298
2012-05-04,264.72,265.41,263.72,264.4,69559
2012-05-07,259.71,260.29,259.1,259.73,68578.6
2012-05-08,261.28,261.62,260.35,261.12,56947.9
2012-05-09,259.88,260.46,258.22,258.79,71958.2
2012-05-10,258,259.01,256.94,257.89,67639
2012-05-11,256.97,256.97,253.91,254,66778.1
2012-05-14,254.07,255.02,252.3,254.11,64484.5
2012-05-15,251.97,253.08,250.24,252.32,87799
2012-05-16,250.63,250.88,243.79,243.93,92631.9
2012-05-17,244.15,246.21,242.52,244.48,113902.5
2012-05-18,240.12,240.14,235.46,235.85,114551.9
2012-05-21,238.61,239.41,237.02,238.62,73315.2
2012-05-22,242.38,243.04,240.58,242.66,87079.8
2012-05-23,240.7,240.71,237.93,239.76,71289
2012-05-24,239.44,240.72,238.43,240.51,56793.3
2012-05-25,241.06,242.92,240.36,241.6,58904.7
2012-05-29,241.14,245.67,240.49,245.26,67500.6
2012-05-30,244.68,244.92,242.27,244.68,71992.9
2012-05-31,241.17,244.05,240.16,244.05,70501.6
2012-06-01,242.45,244.03,240.97,242.98,53504.8
2012-06-04,235.91,237.51,235.37,236.3,85762.6
2012-06-05,238.54,239.47,237.36,238.79,60181.7
2012-06-07,244.1,246.16,244.1,245.51,78823.7
2012-06-08,246.34,246.39,243.3,243.69,55107.9
2012-06-11,247.3,248.55,247.12,248.3,71405.9
2012-06-12,244.62,246.99,244.55,246.43,55954
2012-06-13,248.14,248.14,245.64,247.08,55171.9
2012-06-14,246.7,248.62,246.43,248.62,78573.8
2012-06-15,248.52,248.54,245.09,246.57,86490.6
2012-06-18,251.43,252.69,250.57,251.37,77067.5
2012-06-19,250.5,251.7,250,251.31,53489.5
2012-06-20,253.59,253.59,251.71,252.92,65356.5
2012-06-21,251.59,252.31,249.22,250.46,60710.9
2012-06-22,246.57,246.92,243.74,244.15,67327.7
2012-06-25,243.37,243.37,239.19,240.75,61377.4
2012-06-26,239.81,241,239.18,239.68,55096.5
2012-06-27,239.31,240.39,236.6,239.85,62421.8
2012-06-28,241.07,241.24,238.09,239.98,50744.4
2012-06-29,238.46,244.9,237.42,244.9,74222.3
2012-07-02,246.35,246.63,244.42,244.46,64206.7
2012-07-03,245.47,247.24,245.37,246.8,79930
2012-07-04,247.88,248.83,247.32,247.76,69946.3
2012-07-05,247.01,248.01,246.49,247.67,65162
2012-07-06,247.93,248.36,243.91,245.07,57041.4
2012-07-09,242.36,242.92,241.26,241.73,52017.5
2012-07-10,242.81,243.14,240.01,240.88,56646.9
2012-07-11,240.37,240.69,238.66,240.34,54513.3
2012-07-12,240.49,241.06,234.66,234.66,76189.7
2012-07-13,235.49,239.98,233.58,238.77,77879.3
2012-07-16,239.81,240.11,237.92,239.39,53360.5
2012-07-17,238.07,242.21,237.15,240.19,68345.5
2012-07-18,240.11,241.1,235.61,236.42,81573.5
2012-07-19,240.09,241.53,239.41,240.44,78779.3
2012-07-20,240.59,241.49,239.8,240.35,69455.6
2012-07-23,236.89,236.91,234.36,235.75,63947.9
2012-07-24,235.19,237.04,234.77,236.65,69332.2
2012-07-25,231.9,235.78,231.68,233.49,69158.3
2012-07-26,234.75,236.02,233.04,235.33,67561.7
2012-07-27,239.64,242.23,238.72,242.23,72050.9
2012-07-30,244.8,245.35,244.08,244.58,63836.9
2012-07-31,244.83,252.53,244.39,250.08,101308.6
2012-08-01,248.42,250.83,247.95,249.6,84479.6
2012-08-02,250.15,250.43,247.23,247.9,81365.2
2012-08-03,244.57,247.13,244.17,244.81,72681.1
2012-08-06,249.92,251.74,249.67,250.36,79216.2
2012-08-07,250.04,251.14,249.66,250.39,75163.7
2012-08-08,251.8,255.13,251.74,252.84,119791.9
2012-08-09,253.34,259.11,253.34,258.08,124578.6
2012-08-10,257.59,259.12,257.17,258.91,74297.1
2012-08-13,258.71,258.76,256.63,256.65,53300
2012-08-14,258.14,260.3,257.62,260.11,79677.6
2012-08-16,260.03,260.56,258.59,260.08,78940.9
2012-08-17,260.92,261.08,257.6,258.2,76694.9
2012-08-20,257.65,258.57,256.64,258.03,60971.6
2012-08-21,259.19,260.2,257.43,257.5,66817.9
2012-08-22,256.9,258.07,253.79,256.21,70274.2
2012-08-23,256.06,257.32,254.6,257.28,67347.9
2012-08-24,254.12,254.92,252.95,253.73,73622.5
2012-08-27,251.65,253.95,251.34,252.77,83956
2012-08-28,253.46,254.12,251.83,252.57,66759.6
2012-08-29,253.09,254.64,252.31,254.22,72304.4
2012-08-30,253.29,253.39,249.65,250.96,70441.2
2012-08-31,249.58,251.78,249.52,250.56,77429.6
2012-09-03,250.97,252.65,247.36,251.23,72075
2012-09-04,251.03,251.81,250.22,250.56,67614.9
2012-09-05,248.73,248.77,245.75,245.75,74320.1
2012-09-06,246.79,247.77,245.68,246.79,61614.3
2012-09-07,252.16,254.02,251.79,254.02,99417.4
2012-09-10,254.8,255.29,253.38,253.38,60202.8
2012-09-11,252.72,253.32,251.48,252.73,54591.2
2012-09-12,254.35,257.4,253.78,256.95,70225.4
2012-09-13,256.68,257.54,255.08,256.87,78983.7
2012-09-14,263.14,265.3,262.68,265.02,155885.6
2012-09-17,264.79,265.63,263.48,263.97,105934
2012-09-18,263.39,264.56,263.05,264.25,71046.8
2012-09-19,263.44,265.34,262.55,264.44,86342
2012-09-20,262.87,263.93,261.54,261.87,86264.7
2012-09-21,263.26,264.05,262.16,263.41,75209
2012-09-24,262.47,263.87,259.94,263.56,70724.9
2012-09-25,262.18,263.77,261.63,262.03,76464.4
2012-09-26,259.38,261.25,258.8,260.42,96422.5
2012-09-27,258.99,262.06,258.91,261.62,86742.5
2012-09-28,263.22,263.3,261.48,262.49,105005.2
2012-10-02,262.82,263.53,262.3,262.48,72508
2012-10-04,262.68,262.91,260.44,261.92,96252.2
2012-10-05,263.65,264.16,261.46,262.07,80773.6
2012-10-08,261.83,261.89,259.7,260.11,70884.5
2012-10-09,260.1,261.65,259.65,259.66,66413.7
2012-10-10,257.25,257.49,255.15,255.15,91614.7
2012-10-11,253.14,255.22,250.97,252.84,67764.5
2012-10-12,253.5,253.75,251.69,252.44,66984.6
2012-10-15,251.6,253.14,250.77,251.44,87480.8
2012-10-16,253.88,254.36,252.49,253.98,66371
2012-10-17,255.98,257.41,255.19,256.06,77970.8
2012-10-18,256.73,257.82,256.11,257.27,74108.6
2012-10-19,256.45,257.12,254.3,254.79,57044.8
2012-10-22,250.19,254.42,250.04,254.22,70465
2012-10-23,254.41,254.43,251.86,251.86,64096.7
2012-10-24,249.14,251.12,248.32,249.8,86819.7
2012-10-25,248.68,251.72,248.37,251.72,72846.9
2012-10-26,250.53,251.19,247.15,247.18,71434.9
2012-10-29,248.65,249.13,246.69,247.66,69116.7
2012-10-30,248.06,250.68,247.83,248.52,54963.4
2012-10-31,250.42,251.11,249.83,250.18,57916.4
2012-11-01,248.7,248.97,246.39,247.83,80305.4
2012-11-02,250.98,251.49,250.24,251.04,75662.3
2012-11-05,249.17,250.55,249.01,249.5,64360.1
2012-11-06,249.97,252.33,249.57,252.3,66715.3
2012-11-07,253.01,253.73,250.71,253.7,72041.7
2012-11-08,250.33,251.04,249.24,250.13,74681.5
2012-11-09,247.1,249.21,245.28,248.69,79109
2012-11-12,247.87,248.58,246.91,248.18,65569
2012-11-13,248.55,248.65,245.67,246.9,75630.3
2012-11-14,247.17,247.81,245.81,247.8,79336.9
2012-11-15,244.65,245.27,243.34,244.64,79077.6
2012-11-16,243.88,244.92,242.9,243.45,75182.8
2012-11-19,244.71,246.78,244.62,245.82,54023.4
2012-11-20,248.42,248.55,247.11,247.72,56564.7
2012-11-21,248.52,249,246.11,247.02,61790.8
2012-11-22,248.5,250.09,248.25,249.51,51858.1
2012-11-23,249.83,251.44,248.99,251.44,50340.5
2012-11-26,252.26,252.31,250.45,250.73,52929.7
2012-11-27,251.94,254.27,251.55,253.41,75320.7
2012-11-28,251.99,252.26,250.88,251.72,56735.2
2012-11-29,253.03,254.79,252.92,254.73,82947.9
2012-11-30,254.45,255.95,253.79,254.25,80309.4
2012-12-03,254.91,256.07,254.42,255.57,55439.6
2012-12-04,254.5,255.3,253.72,254.83,51107.4
2012-12-05,254.58,257.02,254.19,256.63,62416.3
2012-12-06,256.97,257.85,256.39,257.27,71825.3
2012-12-07,257.75,259.42,257.63,258.78,68621.8
2012-12-10,260.06,260.75,258.79,259.03,56321.5
2012-12-11,259.7,260.27,258.96,260.12,91602.8
2012-12-12,261.19,261.67,260.54,261.67,97871.2
2012-12-13,261.84,265.79,261.76,265.79,110715.7
2012-12-14,263.76,265.51,263.08,264.56,93769.1
2012-12-17,264.17,265.07,262.51,262.76,95348.7
2012-12-18,263.76,264.23,262.27,264.23,98468
2012-12-20,265.36,265.98,263.72,264.78,130590.4
2012-12-21,265.45,265.46,261.22,261.89,101254.6
2012-12-24,262.39,262.72,261.32,262.11,69268.7
2012-12-26,263.61,264.91,261.94,261.97,70566.6
2012-12-27,261.64,262.83,260.45,262.68,61699.2
2012-12-28,262.27,264.83,262.25,263.92,64398.4
2013-01-02,266.24,269.51,266.1,269.16,91361.3
2013-01-03,270.54,270.74,267.45,267.52,149954
2013-01-04,267.23,267.46,264.74,266.14,103701.6
2013-01-07,266.12,266.43,263.87,265.97,76678.7
2013-01-08,264.81,265.87,263.95,263.95,81343.5
2013-01-09,264.48,265.42,262.53,262.9,83537.7
2013-01-10,263.09,265.25,262.13,264.95,96078.1
2013-01-11,266.47,266.58,261.49,263.32,103871.4
2013-01-14,262.84,264.8,262.18,264.8,123545.7
2013-01-15,264.82,266.21,261.43,261.43,129604.5
2013-01-16,262.07,263.34,259.42,260.49,109605.5
2013-01-17,261.44,261.88,258.65,260.1,91559.5
2013-01-18,262.02,262.08,260.08,261.71,98804.8
2013-01-21,261.59,262.25,259.36,261.3,80472
2013-01-22,261.25,263.35,260.79,262.91,97430.6
2013-01-23,264.04,264.83,261.1,261.1,107085.7
2013-01-24,259.69,260.99,258.15,258.74,83483.7
2013-01-25,258.94,259.06,254.62,256.06,79571.4
2013-01-28,255.01,255.43,253.49,254.66,81350.9
2013-01-29,255.69,257.66,255.42,257.22,79501.6
2013-01-30,258.08,258.85,256.42,258.47,89959.1
2013-01-31,257.71,258.44,256.94,258.07,89008.2
2013-02-01,258.57,259.01,255.48,257.64,80951.9
2013-02-04,259.28,259.35,256.77,256.89,76363.1
2013-02-05,254.49,255.77,253.5,254.82,76725
2013-02-06,255.44,255.64,254.21,254.31,71919.8
2013-02-07,254.68,255.97,253.8,254,69487.4
2013-02-08,253.8,257.9,253.61,257.09,74464
2013-02-12,258.33,258.44,256.35,256.65,54159.2
2013-02-13,257.65,260.97,257.22,260.92,72431.3
2013-02-14,261.14,262.52,260.41,261.44,66977
2013-02-15,261.58,261.85,260.79,261.61,88344.3
2013-02-18,261.3,262.29,260.49,261.63,56463.3
2013-02-19,261.64,262.89,261.28,262.16,58775.4
2013-02-20,263.79,268.07,263.51,268.07,96247.7
2013-02-21,266.64,267.73,266.1,266.85,80756.9
2013-02-22,265.63,268.89,265.56,267.15,86921.4
2013-02-25,267.7,267.96,265.89,266.01,62738.9
2013-02-26,263.76,265.71,263.57,264.68,86847.7
2013-02-27,265.91,266.94,264.57,265.04,64993.6
2013-02-28,267.13,268.95,266.69,268.01,79507.5
2013-03-04,268.51,268.61,265.78,266.14,72089
2013-03-05,267.57,268.88,266.54,266.54,64854.1
2013-03-06,269.01,269.12,266.62,267.25,86655.1
2013-03-07,266.83,266.83,263.88,264.78,67345
2013-03-08,264.25,264.92,263.1,264.57,62069
2013-03-11,263.75,264.81,261.5,264.15,65572
2013-03-12,264.66,264.75,262.01,262.43,58267.9
2013-03-13,262.69,263.38,261.67,263.33,64157.8
2013-03-14,263.41,263.41,260.08,263.37,76656.4
2013-03-15,264.44,264.44,260.83,260.84,85507.4
2013-03-18,259.03,260.15,258.17,258.3,61648
2013-03-19,259.69,261.42,258.85,259.79,98143.2
2013-03-20,258.3,259.81,257.04,257.04,86768.7
2013-03-21,258.34,258.9,255.82,255.82,65454.8
2013-03-22,255.61,256.54,255.1,255.33,71332.3
2013-03-25,258.18,260.18,258.06,259.58,66160.1
2013-03-26,259.42,261.63,259.22,260.54,69087.5
2013-03-27,261.7,262.5,259.02,261.86,63430.5
2013-03-28,261.44,262.28,260.84,261.86,60922.1
2013-03-29,263.88,264.74,263.31,263.39,63239.4
2013-04-01,264.16,264.19,262.03,262.27,53065.1
2013-04-02,262.37,263.16,259.06,260.79,109187.7
2013-04-03,261.32,261.65,258.88,260.36,107593.3
2013-04-04,257.57,257.94,254.63,257.05,92190.8
2013-04-05,255.4,256.16,251.35,252.77,84368.9
2013-04-08,252.85,253.92,251.84,252.39,75740.5
2013-04-09,252.44,254.52,250.14,252.53,81651.3
2013-04-10,254.4,255.14,252.94,254.34,88085.9
2013-04-11,255.4,256.18,253.04,256.18,88423.7
2013-04-12,256.81,257.12,251.34,252,90867.2
2013-04-15,250.7,252.6,249.6,251.51,85935.3
2013-04-16,248.69,252.61,248.37,251.78,102487.7
2013-04-17,253.46,253.61,249.63,251.51,104163.2
2013-04-18,250.55,250.93,247.82,247.85,77142.1
2013-04-19,247.64,249.41,246.11,248.77,67331.9
2013-04-22,248.35,251.46,247.89,251.46,59871.5
2013-04-23,251.12,251.16,248.64,250.01,58450.3
2013-04-24,251.74,252.65,250.03,252,89097.2
2013-04-25,252.2,254.49,251.97,254.49,92723.9
2013-04-26,254.11,254.42,252.79,253.04,78716.8
2013-04-29,253.63,253.67,251.55,252.25,63970.7
2013-04-30,253.17,256.36,253.13,255.72,91719.2
2013-05-02,255.49,256.32,254.52,254.92,81029
2013-05-03,256.4,256.47,254.5,256.02,79860.6
2013-05-06,257.63,258.56,254.96,255.2,74481.6
2013-05-07,255.22,255.41,253.61,253.84,63805.6
2013-05-08,254.86,255.27,253.47,254.02,71738
2013-05-09,255,257.99,254.77,257.53,94754.1
2013-05-10,256.94,256.96,252.72,252.72,77900.5
2013-05-13,251.46,253.29,251.19,253.29,50981.4
2013-05-14,254.09,256.67,253.98,256.29,84230.5
2013-05-15,256.56,256.74,255.49,256.6,65480.7
2013-05-16,257.94,259.81,257.94,258.99,93759.5
2013-05-20,259.51,259.9,258.6,258.6,83861.2
2013-05-21,260.31,260.48,257.59,258.18,76263.1
2013-05-22,259.7,260.89,259.19,260.19,80622.2
2013-05-23,258.96,259.78,256.66,256.66,80113.5
2013-05-24,258.13,258.28,255.73,257.32,63868.9
2013-05-27,257.41,258.82,256.99,258.19,51963.6
2013-05-28,258.63,259.53,257.97,258.59,65646.1
2013-05-29,259.64,262.16,259.58,260.92,99141.6
2013-05-30,260.7,262.1,260.41,261.21,100362.7
2013-05-31,262.46,263.34,261.41,261.47,98228
2013-06-03,260.48,262.03,260.13,260.29,79707.8
2013-06-04,261.45,261.69,259.15,260.54,77535.3
2013-06-05,260.57,260.7,256.51,256.51,92667.2
2013-06-07,255.51,255.7,251.14,251.2,80457.6
2013-06-10,251.49,252.48,251.02,252.2,62723.7
2013-06-11,252.29,252.39,248.72,250.19,79080.6
2013-06-12,249.16,250.32,248.04,248.5,60165.6
2013-06-13,247.76,248.72,244.38,244.49,94949
2013-06-14,246.21,246.42,244.22,245.36,81820.4
2013-06-17,245.43,246.59,244.18,244.77,69774.7
2013-06-18,245.44,247.13,243.45,247.13,80876.9
2013-06-19,246.94,246.96,244.77,245.44,83448.3
2013-06-20,242.08,243.28,239.45,240.26,88983.6
2013-06-21,234.23,236.9,234.15,236.57,102435.5
2013-06-24,236.33,236.33,233.47,233.47,63139.6
2013-06-25,232.25,235.04,230.38,231.75,88859.9
2013-06-26,234.26,234.26,230.18,231.52,78195
2013-06-27,235.19,239.37,235.11,238.65,72357.9
2013-06-28,240.01,242.68,240,242.27,78921.1
2013-07-01,240.58,242.69,240.28,241.05,55145.1
2013-07-02,241.76,242.61,240.24,240.8,88065.6
2013-07-03,240.69,241.68,236.28,236.63,78749.6
2013-07-04,237.36,238.78,236.64,238.56,76998.6
2013-07-05,239.72,241.12,236.56,237.28,76784.9
2013-07-08,236.86,238.42,234.11,235.12,78223.3
2013-07-09,236.69,237.23,235.02,236.94,62564.4
2013-07-10,237.74,237.94,235.41,236.23,59414.7
2013-07-11,238.49,243.88,238.45,243.88,86887.5
2013-07-12,243.28,243.33,241.74,242.72,78663.2
2013-07-15,242.75,243.77,239.51,243.43,74263.4
2013-07-16,243.4,243.52,241.06,242.02,58986.5
2013-07-17,242.64,245.87,240.42,244.82,95072.9
2013-07-18,244.09,244.41,242.25,242.92,72850.2
2013-07-19,243.51,243.66,240.63,242.03,72276.3
2013-07-22,243.32,245.27,242.18,243.18,81320.1
2013-07-23,244.62,246.76,243.86,246.63,81578.3
2013-07-24,246.61,248.17,246.16,247.84,72120.4
2013-07-25,247.11,248.29,246.74,247.71,76305.8
2013-07-26,248.04,248.68,246.6,247.8,98265.4
2013-07-29,247.4,248.22,246.37,246.53,118395.5
2013-07-30,246.78,248.81,246.47,248.78,98466.4
2013-07-31,248.37,249.03,247.74,247.99,89609.7
2013-08-01,248.33,249.62,246.94,248.89,91584
2013-08-02,251.03,251.65,249.05,249.33,98129.4
2013-08-05,248.92,249.66,248.21,248.25,62218.7
2013-08-06,247.85,247.94,245.37,246.8,106231.2
2013-08-07,244.73,245.11,242.75,242.75,103333.1
2013-08-08,243.52,245.11,242.77,243.39,116508.7
2013-08-09,243.51,244.43,242.42,243.13,91837.4
2013-08-12,242.79,245.19,242.74,243.78,92466.2
2013-08-13,245.08,248.21,244.68,248.2,115631.6
2013-08-14,248.2,250.04,247.69,249.82,83697.4
2013-08-16,247.12,250.36,246.76,249.23,73761.4
2013-08-19,248.76,249.04,247.68,248.89,90684.8
2013-08-20,247.97,249.89,244.82,245.13,89308
2013-08-21,245.48,246.15,242.11,242.49,102107.7
2013-08-22,239.93,241.63,239.01,240.37,116922
2013-08-23,242.17,244.25,241.05,243.37,88265.6
2013-08-26,244.21,246.13,244.16,245.71,78632
2013-08-27,245.13,247.21,244.87,245.71,89064.9
2013-08-28,242.7,245.78,242.54,245.67,70691.5
2013-08-29,246.69,250.02,246.62,248.86,75560.6
2013-08-30,250.52,251.74,249.36,251.74,68668
2013-09-02,251.65,252.51,250.84,251.13,55644.3
2013-09-03,252.43,253.37,251.49,252.05,73560.4
2013-09-04,251.4,252.99,250.4,252.15,69844.8
2013-09-05,253.68,255.12,252.79,254.62,76579.5
